INT	INT	INT
10208855	10	850
10208900	1	315000
10208901	1	315000
10208902	1	315000
10208903	1	315000
10208904	1	315000
10208905	1	315000
10208910	10	2550
10208911	10	2550
10208912	10	2550
10208913	10	2550
10208914	10	2550
10208915	10	2550
10209000	1	7000
10209001	1	7000
10209002	1	7000
10209003	1	7000
10209004	1	7000
10209005	1	7000
10209006	1	7000
10209007	1	7000
10209008	1	7000
10209009	1	7000
10209010	1	7000
10209011	1	7000
10209012	1	7000
10209013	1	7000
10209014	1	7000
10209015	1	7000
10209016	1	7000
10209017	1	7000
10209018	1	9800
10209019	1	9800
10209020	1	9800
10209021	1	9800
10209022	1	9800
10209023	1	9800
10209024	1	9800
10209025	1	9800
10209026	1	9800
10209027	1	9800
10209028	1	9800
10209029	1	9800
10209030	1	9800
10209031	1	9800
10209032	1	9800
10209033	1	9800
10209034	1	9800
10209035	1	9800
10209100	1	10000
10209101	1	10000
10209102	1	10000
10209103	1	10000
10209104	1	10000
10209105	1	10000
10209106	1	10000
10209107	1	10000
10209108	1	10000
10209109	1	10000
10209110	1	10000
10209111	1	10000
10209112	1	10000
10209113	1	10000
10209114	1	10000
10209115	1	10000
10209116	1	10000
10209117	1	10000
10209118	1	14000
10209119	1	14000
10209120	1	14000
10209121	1	14000
10209122	1	14000
10209123	1	14000
10209124	1	14000
10209125	1	14000
10209126	1	14000
10209127	1	14000
10209128	1	14000
10209129	1	14000
10209130	1	14000
10209131	1	14000
10209132	1	14000
10209133	1	14000
10209134	1	14000
10209135	1	14000
10209254	1	42000
10209255	1	42000
10209256	1	42000
10209257	1	42000
10209258	1	42000
10209259	1	42000
10209260	10	595
10209261	10	595
10209262	10	595
10209263	10	595
10209264	10	595
10209265	10	595
10209266	10	1785
10209267	10	1785
10209268	10	1785
10209269	10	1785
10209270	10	1785
10209271	10	1785
10209272	1	19500
10209273	1	65000
10209274	1	245000
10209275	1	60000
10209276	10	850
10209277	1	19500
10209278	1	65000
10209279	1	245000
10209280	1	60000
10209281	10	850
10209282	1	19500
10209283	1	65000
10209284	1	245000
10209285	1	60000
10209286	10	850
10209287	1	19500
10209288	1	65000
10209289	1	245000
10209290	1	60000
10209291	10	850
10209292	1	19500
10209293	1	65000
10209294	1	245000
10209295	1	60000
10209296	10	850
10209297	1	19500
10209298	1	65000
10209299	1	245000
10209300	1	60000
10209301	10	850
10209302	1	315000
10209303	1	315000
10209304	1	315000
10209305	1	315000
10209306	1	315000
10209307	1	315000
10209308	10	2550
10209309	10	2550
10209310	10	2550
10209311	10	2550
10209312	10	2550
10209313	10	2550
10209314	1	7000
10209315	1	7000
10209316	1	7000
10209317	1	7000
10209318	1	7000
10209319	1	7000
10209320	1	7000
10209321	1	7000
10209322	1	7000
10209323	1	7000
10209324	1	7000
10209325	1	7000
10209326	1	7000
10209327	1	7000
10209328	1	7000
10209329	1	7000
10209330	1	7000
10209331	1	7000
10209332	1	9800
10209333	1	9800
10209334	1	9800
10209335	1	9800
10209336	1	9800
10209337	1	9800
10209338	1	9800
10209339	1	9800
10209340	1	9800
10209341	1	9800
10209342	1	9800
10209343	1	9800
10209344	1	9800
10209345	1	9800
10209346	1	9800
10209347	1	9800
10209348	1	9800
10209349	1	9800
10209350	1	10000
10209351	1	10000
10209352	1	10000
10209353	1	10000
10209354	1	10000
10209355	1	10000
10209356	1	10000
10209357	1	10000
10209358	1	10000
10209359	1	10000
10209360	1	10000
10209361	1	10000
10209362	1	10000
10209363	1	10000
10209364	1	10000
10209365	1	10000
10209366	1	10000
10209367	1	10000
10209368	1	14000
10209369	1	14000
10209370	1	14000
10209371	1	14000
10209372	1	14000
10209373	1	14000
10209374	1	14000
10209375	1	14000
10209376	1	14000
10209377	1	14000
10209378	1	14000
10209379	1	14000
10209380	1	14000
10209381	1	14000
10209382	1	14000
10209383	1	14000
10209384	1	14000
10209385	1	14000
10209500	1	350000
10209501	1	350000
10209502	1	350000
10209503	1	350000
10209504	1	350000
10209505	1	350000
10209506	1	350000
10209507	1	350000
10209508	1	350000
10209509	1	350000
10209510	1	350000
10209511	1	350000
10209512	10	5355
10209513	10	5355
10209514	10	5355
10209515	10	5355
10209516	10	5355
10209517	10	5355
10209518	10	5355
10209519	10	5355
10209520	10	5355
10209521	10	5355
10209522	10	5355
10209523	10	5355
10209524	1	500000
10209525	1	500000
10209526	1	500000
10209527	1	500000
10209528	1	500000
10209529	1	500000
10209530	1	500000
10209531	1	500000
10209532	1	500000
10209533	1	500000
10209534	1	500000
10209535	1	500000
10209536	10	7650
10209537	10	7650
10209538	10	7650
10209539	10	7650
10209540	10	7650
10209541	10	7650
10209542	10	7650
10209543	10	7650
10209544	10	7650
10209545	10	7650
10209546	10	7650																																																																																																																																																																																																																																																													
10209547	10	7650																																																																																																																																																																																																																																																													
10213100	5	1050																																																																																																																																																																																																																																																													
10213101	5	4200																																																																																																																																																																																																																																																													
10213102	5	25200																																																																																																																																																																																																																																																													
10213103	5	63000																																																																																																																																																																																																																																																													
10213104	5	126000																																																																																																																																																																																																																																																													
10213105	5	252000																																																																																																																																																																																																																																																													
10213106	5	504000																																																																																																																																																																																																																																																													
10213200	5	44100																																																																																																																																																																																																																																																													
10213201	5	94500																																																																																																																																																																																																																																																													
10213202	5	189000																																																																																																																																																																																																																																																													
10213203	5	378000																																																																																																																																																																																																																																																													
10217000	5	1500																																																																																																																																																																																																																																																													
10217001	5	6000																																																																																																																																																																																																																																																													
10217002	5	36000																																																																																																																																																																																																																																																													
10217003	5	90000																																																																																																																																																																																																																																																													
10217004	5	180000																																																																																																																																																																																																																																																													
10217005	5	360000																																																																																																																																																																																																																																																													
10217006	5	720000																																																																																																																																																																																																																																																													
10217100	5	63000																																																																																																																																																																																																																																																													
10217101	5	135000																																																																																																																																																																																																																																																													
10217102	5	270000																																																																																																																																																																																																																																																													
10217103	5	540000																																																																																																																																																																																																																																																													
10221105	6	350																																																																																																																																																																																																																																																													
10221108	6	1120																																																																																																																																																																																																																																																													
10221109	6	7000																																																																																																																																																																																																																																																													
10221110	6	2520																																																																																																																																																																																																																																																													
10221111	6	12950																																																																																																																																																																																																																																																													
10221112	6	24500																																																																																																																																																																																																																																																													
10221113	6	49000																																																																																																																																																																																																																																																													
10227100	6	500																																																																																																																																																																																																																																																													
10227101	6	1600
10227102	6	3600
10227103	6	10000
10227104	6	18500
10227105	6	35000
10227106	6	70000
10234001	4	2030
10234002	4	6090
10234003	4	18270
10234004	4	43400
10234011	4	2030
10234012	4	6090
10234013	4	18270
10234014	4	43400
10234021	4	2030
10234022	4	6090
10234023	4	18270
10234024	4	43400
10234031	4	2030
10234032	4	6090
10234033	4	18270
10234034	4	43400
10234041	4	2030
10234042	4	6090
10234043	4	18270
10234044	4	43400
10234051	4	2030
10234052	4	6090
10234053	4	18270
10234054	4	43400
10238600	1	42000
10238610	1	42000
10238620	1	42000
10238630	1	42000
10238640	1	42000
10238650	1	42000
10238700	10	630
10238710	10	630
10238720	10	630
10238730	10	630
10238740	10	630
10238750	10	630
10238760	10	1890
10238761	10	1890
10238762	10	1890
10238763	10	1890
10238764	10	1890
10238765	10	1890
10238801	4	2900
10238802	4	8700
10238803	4	26100
10238804	1	60000
10238805	10	900
10238811	4	2900
10238812	4	8700
10238813	4	26100
10238814	1	60000
10238815	10	900
10238821	4	2900
10238822	4	8700
10238823	4	26100
10238824	1	60000
10238825	10	900
10238831	4	2900
10238832	4	8700
10238833	4	26100
10238834	1	60000
10238835	10	900
10238841	4	2900
10238842	4	8700
10238843	4	26100
10238844	1	60000
10238845	10	900
10238851	4	2900
10238852	4	8700
10238853	4	26100
10238854	1	60000
10238855	10	900
10238900	4	62000
10238901	4	62000
10238902	4	62000
10238903	4	62000
10238904	4	62000
10238905	4	62000
10238910	10	2700
10238911	10	2700
10238912	10	2700
10238913	10	2700
10238914	10	2700
10238915	10	2700
10239000	1	7000
10239001	1	7000
10239002	1	7000
10239003	1	7000
10239004	1	7000
10239005	1	7000
10239006	1	7000
10239007	1	7000
10239008	1	7000
10239009	1	7000
10239010	1	7000
10239011	1	7000
10239012	1	7000
10239013	1	7000
10239014	1	7000
10239015	1	7000
10239016	1	7000
10239017	1	7000
10239018	1	9800
10239019	1	9800
10239020	1	9800
10239021	1	9800
10239022	1	9800
10239023	1	9800
10239024	1	9800
10239025	1	9800
10239026	1	9800
10239027	1	9800
10239028	1	9800
10239029	1	9800
10239030	1	9800
10239031	1	9800
10239032	1	9800
10239033	1	9800
10239034	1	9800
10239035	1	9800
10239100	1	10000
10239101	1	10000
10239102	1	10000
10239103	1	10000
10239104	1	10000
10239105	1	10000
10239106	1	10000
10239107	1	10000
10239108	1	10000
10239109	1	10000
10239110	1	10000
10239111	1	10000
10239112	1	10000
10239113	1	10000
10239114	1	10000
10239115	1	10000
10239116	1	10000
10239117	1	10000
10239118	1	14000
10239119	1	14000
10239120	1	14000
10239121	1	14000
10239122	1	14000
10239123	1	14000
10239124	1	14000
10239125	1	14000
10239126	1	14000
10239127	1	14000
10239128	1	14000
10239129	1	14000
10239130	1	14000
10239131	1	14000
10239132	1	14000
10239133	1	14000
10239134	1	14000
10239135	1	14000
10239218	4	2030
10239219	4	6090
10239220	4	18270
10239221	4	43400
10239222	4	2030
10239223	4	6090
10239224	4	18270
10239225	4	43400
10239226	4	2030
10239227	4	6090
10239228	4	18270
10239229	4	43400
10239230	4	2030
10239231	4	6090
10239232	4	18270
10239233	4	43400
10239234	4	2030
10239235	4	6090
10239236	4	18270
10239237	4	43400
10239238	4	2030
10239239	4	6090
10239240	4	18270
10239241	4	43400
10239278	1	42000
10239279	1	42000
10239280	1	42000
10239281	1	42000
10239282	1	42000
10239283	1	42000
10239284	10	630
10239285	10	630
10239286	10	630
10239287	10	630
10239288	10	630
10239289	10	630
10239290	10	1890
10239291	10	1890
10239292	10	1890
10239293	10	1890
10239294	10	1890
10239295	10	1890
10239296	4	2900
10239297	4	8700
10239298	4	26100
10239299	1	60000
10239300	10	900
10239301	4	2900
10239302	4	8700
10239303	4	26100
10239304	1	60000
10239305	10	900
10239306	4	2900
10239307	4	8700
10239308	4	26100
10239309	1	60000
10239310	10	900
10239311	4	2900
10239312	4	8700
10239313	4	26100
10239314	1	60000
10239315	10	900
10239316	4	2900
10239317	4	8700
10239318	4	26100
10239319	1	60000
10239320	10	900
10239321	4	2900
10239322	4	8700
10239323	4	26100
10239324	1	60000
10239325	10	900
10239326	4	62000
10239327	4	62000
10239328	4	62000
10239329	4	62000
10239330	4	62000
10239331	4	62000
10239332	10	2700
10239333	10	2700
10239334	10	2700
10239335	10	2700
10239336	10	2700
10239337	10	2700
10239338	1	7000
10239339	1	7000
10239340	1	7000
10239341	1	7000
10239342	1	7000
10239343	1	7000
10239344	1	7000
10239345	1	7000
10239346	1	7000
10239347	1	7000
10239348	1	7000
10239349	1	7000
10239350	1	7000
10239351	1	7000
10239352	1	7000
10239353	1	7000
10239354	1	7000
10239355	1	7000
10239356	1	9800
10239357	1	9800
10239358	1	9800
10239359	1	9800
10239360	1	9800
10239361	1	9800
10239362	1	9800
10239363	1	9800
10239364	1	9800
10239365	1	9800
10239366	1	9800
10239367	1	9800
10239368	1	9800
10239369	1	9800
10239370	1	9800
10239371	1	9800
10239372	1	9800
10239373	1	9800
10239374	1	10000
10239375	1	10000
10239376	1	10000
10239377	1	10000
10239378	1	10000
10239379	1	10000
10239380	1	10000
10239381	1	10000
10239382	1	10000
10239383	1	10000
10239384	1	10000
10239385	1	10000
10239386	1	10000
10239387	1	10000
10239388	1	10000
10239389	1	10000
10239390	1	10000
10239391	1	10000
10239392	1	14000
10239393	1	14000
10239394	1	14000
10239395	1	14000
10239396	1	14000
10239397	1	14000
10239398	1	14000
10239399	1	14000
10239400	1	14000
10239401	1	14000
10239402	1	14000
10239403	1	14000
10239404	1	14000
10239405	1	14000
10239406	1	14000
10239407	1	14000
10239408	1	14000
10239409	1	14000
10239500	4	86800
10239501	4	86800
10239502	4	86800
10239503	4	86800
10239504	4	86800
10239505	4	86800
10239506	4	86800
10239507	4	86800
10239508	4	86800
10239509	4	86800
10239510	4	86800
10239511	4	86800
10239512	10	5670
10239513	10	5670
10239514	10	5670
10239515	10	5670
10239516	10	5670
10239517	10	5670
10239518	10	5670
10239519	10	5670
10239520	10	5670
10239521	10	5670
10239522	10	5670
10239523	10	5670
10239524	4	124000
10239525	4	124000
10239526	4	124000
10239527	4	124000
10239528	4	124000
10239529	4	124000
10239530	4	124000
10239531	4	124000
10239532	4	124000
10239533	4	124000
10239534	4	124000
10239535	4	124000
10239536	10	8100
10239537	10	8100
10239538	10	8100
10239539	10	8100
10239540	10	8100
10239541	10	8100
10239542	10	8100
10239543	10	8100
10239544	10	8100
10239545	10	8100
10239546	10	8100
10239547	10	8100
10244001	1	5250
10244002	1	17500
10244003	1	68600
10244004	1	126000
10244011	1	5250
10244012	1	17500
10244013	1	68600
10244014	1	126000
10244021	1	5250
10244022	1	17500
10244023	1	68600
10244024	1	126000
10244031	1	5250
10244032	1	17500
10244033	1	68600
10244034	1	126000
10244041	1	5250
10244042	1	17500
10244043	1	68600
10244044	1	126000
10244051	1	5250
10244052	1	17500
10244053	1	68600
10244054	1	126000
10248600	1	42000
10248610	1	42000
10248620	1	42000
10248630	1	42000
10248640	1	42000
10248650	1	42000
10248700	10	245
10248710	10	245
10248720	10	245
10248730	10	245
10248740	10	245
10248750	10	245
10248760	10	735
10248761	10	735
10248762	10	735
10248763	10	735
10248764	10	735
10248765	10	735
10248801	1	7500
10248802	1	25000
10248803	1	98000
10248804	1	60000
10248805	10	350
10248811	1	7500
10248812	1	25000
10248813	1	98000
10248814	1	60000
10248815	10	350
10248821	1	7500
10248822	1	25000
10248823	1	98000
10248824	1	60000
10248825	10	350
10248831	1	7500
10248832	1	25000
10248833	1	98000
10248834	1	60000
10248835	10	350
10248841	1	7500
10248842	1	25000
10248843	1	98000
10248844	1	60000
10248845	10	350
10248851	1	7500
10248852	1	25000
10248853	1	98000
10248854	1	60000
10248855	10	350
10248900	1	180000
10248901	1	180000
10248902	1	180000
10248903	1	180000
10248904	1	180000
10248905	1	180000
10248910	10	1050
10248911	10	1050
10248912	10	1050
10248913	10	1050
10248914	10	1050
10248915	10	1050
10249000	1	7000
10249001	1	7000
10249002	1	7000
10249003	1	7000
10249004	1	7000
10249005	1	7000
10249006	1	7000
10249007	1	7000
10249008	1	7000
10249009	1	7000
10249010	1	7000
10249011	1	7000
10249012	1	7000
10249013	1	7000
10249014	1	7000
10249015	1	7000
10249016	1	7000
10249017	1	7000
10249018	1	9800
10249019	1	9800
10249020	1	9800
10249021	1	9800
10249022	1	9800
10249023	1	9800
10249024	1	9800
10249025	1	9800
10249026	1	9800
10249027	1	9800
10249028	1	9800
10249029	1	9800
10249030	1	9800
10249031	1	9800
10249032	1	9800
10249033	1	9800
10249034	1	9800
10249035	1	9800
10249100	1	10000
10249101	1	10000
10249102	1	10000
10249103	1	10000
10249104	1	10000
10249105	1	10000
10249106	1	10000
10249107	1	10000
10249108	1	10000
10249109	1	10000
10249110	1	10000
10249111	1	10000
10249112	1	10000
10249113	1	10000
10249114	1	10000
10249115	1	10000
10249116	1	10000
10249117	1	10000
10249118	1	14000
10249119	1	14000
10249120	1	14000
10249121	1	14000
10249122	1	14000
10249123	1	14000
10249124	1	14000
10249125	1	14000
10249126	1	14000
10249127	1	14000
10249128	1	14000
10249129	1	14000
10249130	1	14000
10249131	1	14000
10249132	1	14000
10249133	1	14000
10249134	1	14000
10249135	1	14000
10249218	1	5250
10249219	1	17500
10249220	1	68600
10249221	1	126000
10249222	1	5250
10249223	1	17500
10249224	1	68600
10249225	1	126000
10249226	1	5250
10249227	1	17500
10249228	1	68600
10249229	1	126000
10249230	1	5250
10249231	1	17500
10249232	1	68600
10249233	1	126000
10249234	1	5250
10249235	1	17500
10249236	1	68600
10249237	1	126000
10249238	1	5250
10249239	1	17500
10249240	1	68600
10249241	1	126000
10249278	1	42000
10249279	1	42000
10249280	1	42000
10249281	1	42000
10249282	1	42000
10249283	1	42000
10249284	10	245
10249285	10	245
10249286	10	245
10249287	10	245
10249288	10	245
10249289	10	245
10249290	10	735
10249291	10	735
10249292	10	735
10249293	10	735
10249294	10	735
10249295	10	735
10249296	1	7500
10249297	1	25000
10249298	1	98000
10249299	1	60000
10249300	10	350
10249301	1	7500
10249302	1	25000
10249303	1	98000
10249304	1	60000
10249305	10	350
10249306	1	7500
10249307	1	25000
10249308	1	98000
10249309	1	60000
10249310	10	350
10249311	1	7500
10249312	1	25000
10249313	1	98000
10249314	1	60000
10249315	10	350
10249316	1	7500
10249317	1	25000
10249318	1	98000
10249319	1	60000
10249320	10	350
10249321	1	7500
10249322	1	25000
10249323	1	98000
10249324	1	60000
10249325	10	350
10249326	1	180000
10249327	1	180000
10249328	1	180000
10249329	1	180000
10249330	1	180000
10249331	1	180000
10249332	10	1050
10249333	10	1050
10249334	10	1050
10249335	10	1050
10249336	10	1050
10249337	10	1050
10249338	1	7000
10249339	1	7000
10249340	1	7000
10249341	1	7000
10249342	1	7000
10249343	1	7000
10249344	1	7000
10249345	1	7000
10249346	1	7000
10249347	1	7000
10249348	1	7000
10249349	1	7000
10249350	1	7000
10249351	1	7000
10249352	1	7000
10249353	1	7000
10249354	1	7000
10249355	1	7000
10249356	1	9800
10249357	1	9800
10249358	1	9800
10249359	1	9800
10249360	1	9800
10249361	1	9800
10249362	1	9800
10249363	1	9800
10249364	1	9800
10249365	1	9800
10249366	1	9800
10249367	1	9800
10249368	1	9800
10249369	1	9800
10249370	1	9800
10249371	1	9800
10249372	1	9800
10249373	1	9800
10249374	1	10000
10249375	1	10000
10249376	1	10000
10249377	1	10000
10249378	1	10000
10249379	1	10000
10249380	1	10000
10249381	1	10000
10249382	1	10000
10249383	1	10000
10249384	1	10000
10249385	1	10000
10249386	1	10000
10249387	1	10000
10249388	1	10000
10249389	1	10000
10249390	1	10000
10249391	1	10000
10249392	1	14000
10249393	1	14000
10249394	1	14000
10249395	1	14000
10249396	1	14000
10249397	1	14000
10249398	1	14000
10249399	1	14000
10249400	1	14000
10249401	1	14000
10249402	1	14000
10249403	1	14000
10249404	1	14000
10249405	1	14000
10249406	1	14000
10249407	1	14000
10249408	1	14000
10249409	1	14000
10249500	1	175000
10249501	1	175000
10249502	1	175000
10249503	1	175000
10249504	1	175000
10249505	1	175000
10249506	1	175000
10249507	1	175000
10249508	1	175000
10249509	1	175000
10249510	1	175000
10249511	1	175000
10249512	10	2205
10249513	10	2205
10249514	10	2205
10249515	10	2205
10249516	10	2205
10249517	10	2205
10249518	10	2205
10249519	10	2205
10249520	10	2205
10249521	10	2205
10249522	10	2205
10249523	10	2205
10249524	1	250000
10249525	1	250000
10249526	1	250000
10249527	1	250000
10249528	1	250000
10249529	1	250000
10249530	1	250000
10249531	1	250000
10249532	1	250000
10249533	1	250000
10249534	1	250000
10249535	1	250000
10249536	10	3150
10249537	10	3150
10249538	10	3150
10249539	10	3150
10249540	10	3150
10249541	10	3150
10249542	10	3150
10249543	10	3150
10249544	10	3150
10249545	10	3150
10249546	10	3150
10249547	10	3150
10254001	4	1960
10254002	4	5880
10254003	4	17640
10254004	4	40320
10254011	4	1960
10254012	4	5880
10254013	4	17640
10254014	4	40320
10254021	4	1960
10254022	4	5880
10254023	4	17640
10254024	4	40320
10254031	4	1960
10254032	4	5880
10254033	4	17640
10254034	4	40320
10254041	4	1960
10254042	4	5880
10254043	4	17640
10254044	4	40320
10254051	4	1960
10254052	4	5880
10254053	4	17640
10254054	4	40320
10258600	1	42000
10258610	1	42000
10258620	1	42000
10258630	1	42000
10258640	1	42000
10258650	1	42000
