INT	STRING												
203555	\quest\qinghaimuchang\quest_qinghaimuchang_huoqiangwuqi.lua												
203556	\quest\qinghaimuchang\quest_qinghaimuchang_xianzhiwuqi.lua												
203557	\quest\qinghaimuchang\quest_qinghaimuchang_samanwuqi.lua												
203558	\quest\qinghaimuchang\quest_qinghaimuchang_shizijunwuqi.lua												
203559	\quest\qinghaimuchang\quest_qinghaimuchang_shenghuoshiwuqi.lua												
203560	\quest\qinghaimuchang\quest_qinghaimuchang_cikewuqi.lua												
203561	\quest\qinghaimuchang\quest_qinghaimuchang_jinweijunwuqi.lua												
203562	\quest\qinghaimuchang\quest_qinghaimuchang_yinxiushiwuqi.lua												
203563	\quest\qinghaimuchang\quest_qinghaimuchang_lamawuqi.lua												
203565	\quest\qinghaimuchang\quest_qinghaimuchang_wushijieshao.lua												
203566	\quest\qinghaimuchang\quest_qinghaimuchang_jianxiajieshao.lua												
203567	\quest\qinghaimuchang\quest_qinghaimuchang_qishejieshao.lua												
203568	\quest\qinghaimuchang\quest_qinghaimuchang_huoqiangjieshao.lua												
203569	\quest\qinghaimuchang\quest_qinghaimuchang_xianzhijieshao.lua												
203570	\quest\qinghaimuchang\quest_qinghaimuchang_samanjieshao.lua												
203571	\quest\qinghaimuchang\quest_qinghaimuchang_shizijunjieshao.lua												
203572	\quest\qinghaimuchang\quest_qinghaimuchang_shenghuoshijieshao.lua												
203573	\quest\qinghaimuchang\quest_qinghaimuchang_cikejieshao.lua												
203574	\quest\qinghaimuchang\quest_qinghaimuchang_jinweijunjieshao.lua												
203575	\quest\qinghaimuchang\quest_qinghaimuchang_yinxiushijieshao.lua												
203576	\quest\qinghaimuchang\quest_qinghaimuchang_lamajieshao.lua												
203577	\quest\qinghaimuchang\quest_qinghaimuchang_wushijineng.lua												
203578	\quest\qinghaimuchang\quest_qinghaimuchang_jianxiajineng.lua												
203579	\quest\qinghaimuchang\quest_qinghaimuchang_qishejineng.lua												
203580	\quest\qinghaimuchang\quest_qinghaimuchang_huoqiangjineng.lua												
203581	\quest\qinghaimuchang\quest_qinghaimuchang_xianzhijineng.lua												
203582	\quest\qinghaimuchang\quest_qinghaimuchang_samanjineng.lua												
203583	\quest\qinghaimuchang\quest_qinghaimuchang_shizijunjineng.lua												
203584	\quest\qinghaimuchang\quest_qinghaimuchang_shenghuoshijineng.lua												
203585	\quest\qinghaimuchang\quest_qinghaimuchang_cikejineng.lua												
203586	\quest\qinghaimuchang\quest_qinghaimuchang_jinweijunjineng.lua												
203587	\quest\qinghaimuchang\quest_qinghaimuchang_yinxiushijineng.lua												
203588	\quest\qinghaimuchang\quest_qinghaimuchang_lamajineng.lua												
203589	\quest\qinghaimuchang\quest_qinghaimuchang_zhuama.lua												
203590	\quest\qinghaimuchang\quest_qinghaimuchang_shangma.lua												
203591	\quest\qinghaimuchang\quest_qinghaimuchang_bingqidejinjie.lua												
203592	\quest\qinghaimuchang\quest_qinghaimuchang_xiaoshiniudao.lua												
203593	\quest\qinghaimuchang\quest_qinghaimuchang_fangju.lua												
203595	\quest\qinghaimuchang\quest_qinghaimuchang_xinbingdezhuangbei.lua												
#	天山和田牧场												
203600	\quest\hetianmuchang\quest_hetianmuchang_churushijie.lua												
203601	\quest\hetianmuchang\quest_hetianmuchang_chengzhangzhilu.lua												
203602	\quest\hetianmuchang\quest_hetianmuchang_wushiwuqi.lua												
203603	\quest\hetianmuchang\quest_hetianmuchang_jianxiawuqi.lua												
203604	\quest\hetianmuchang\quest_hetianmuchang_qishewuqi.lua												
203605	\quest\hetianmuchang\quest_hetianmuchang_huoqiangwuqi.lua												
203606	\quest\hetianmuchang\quest_hetianmuchang_xianzhiwuqi.lua												
203607	\quest\hetianmuchang\quest_hetianmuchang_samanwuqi.lua												
203608	\quest\hetianmuchang\quest_hetianmuchang_shizijunwuqi.lua												
203609	\quest\hetianmuchang\quest_hetianmuchang_shenghuoshiwuqi.lua												
203610	\quest\hetianmuchang\quest_hetianmuchang_cikewuqi.lua												
203611	\quest\hetianmuchang\quest_hetianmuchang_jinweijunwuqi.lua												
203612	\quest\hetianmuchang\quest_hetianmuchang_yinxiushiwuqi.lua												
203613	\quest\hetianmuchang\quest_hetianmuchang_lamawuqi.lua												
203614	\quest\hetianmuchang\quest_hetianmuchang_churuloulan.lua												
203615	\quest\hetianmuchang\quest_hetianmuchang_wushijieshao.lua												
203616	\quest\hetianmuchang\quest_hetianmuchang_jianxiajieshao.lua												
203617	\quest\hetianmuchang\quest_hetianmuchang_qishejieshao.lua												
203618	\quest\hetianmuchang\quest_hetianmuchang_huoqiangjieshao.lua												
203619	\quest\hetianmuchang\quest_hetianmuchang_xianzhijieshao.lua												
203620	\quest\hetianmuchang\quest_hetianmuchang_samanjieshao.lua												
203621	\quest\hetianmuchang\quest_hetianmuchang_shizijunjieshao.lua												
203622	\quest\hetianmuchang\quest_hetianmuchang_shenghuoshijieshao.lua												
203623	\quest\hetianmuchang\quest_hetianmuchang_cikejieshao.lua												
203624	\quest\hetianmuchang\quest_hetianmuchang_jinweijunjieshao.lua												
203625	\quest\hetianmuchang\quest_hetianmuchang_yinxiushijieshao.lua												
203626	\quest\hetianmuchang\quest_hetianmuchang_lamajieshao.lua												
203627	\quest\hetianmuchang\quest_hetianmuchang_wushijineng.lua												
203628	\quest\hetianmuchang\quest_hetianmuchang_jianxiajineng.lua												
203629	\quest\hetianmuchang\quest_hetianmuchang_qishejineng.lua												
203630	\quest\hetianmuchang\quest_hetianmuchang_huoqiangjineng.lua												
203631	\quest\hetianmuchang\quest_hetianmuchang_xianzhijineng.lua												
203632	\quest\hetianmuchang\quest_hetianmuchang_samanjineng.lua												
203633	\quest\hetianmuchang\quest_hetianmuchang_shizijunjineng.lua												
203634	\quest\hetianmuchang\quest_hetianmuchang_shenghuoshijineng.lua												
203635	\quest\hetianmuchang\quest_hetianmuchang_cikejineng.lua												
203636	\quest\hetianmuchang\quest_hetianmuchang_jinweijunjineng.lua												
203637	\quest\hetianmuchang\quest_hetianmuchang_yinxiushijineng.lua												
203638	\quest\hetianmuchang\quest_hetianmuchang_lamajineng.lua												
203639	\quest\hetianmuchang\quest_hetianmuchang_zhuama.lua												
203640	\quest\hetianmuchang\quest_hetianmuchang_shangma.lua												
203641	\quest\hetianmuchang\quest_hetianmuchang_bingqidejinjie.lua												
203642	\quest\hetianmuchang\quest_hetianmuchang_xiaoshiniudao.lua												
203643	\quest\hetianmuchang\quest_hetianmuchang_fangju.lua												
203644	\quest\hetianmuchang\quest_hetianmuchang_bailuzhanglao.lua												
203645	\quest\hetianmuchang\quest_hetianmuchang_xinbingdezhuangbei.lua												
#	甘州牧场 敦煌牧场												
203650	\quest\ganzhoumuchang\quest_ganzhoumuchang_churushijie.lua												
203651	\quest\ganzhoumuchang\quest_ganzhoumuchang_chengzhangzhilu.lua												
203652	\quest\ganzhoumuchang\quest_ganzhoumuchang_wushiwuqi.lua												
203653	\quest\ganzhoumuchang\quest_ganzhoumuchang_jianxiawuqi.lua												
203654	\quest\ganzhoumuchang\quest_ganzhoumuchang_qishewuqi.lua												
203655	\quest\ganzhoumuchang\quest_ganzhoumuchang_huoqiangwuqi.lua												
203656	\quest\ganzhoumuchang\quest_ganzhoumuchang_xianzhiwuqi.lua												
203657	\quest\ganzhoumuchang\quest_ganzhoumuchang_samanwuqi.lua												
203658	\quest\ganzhoumuchang\quest_ganzhoumuchang_shizijunwuqi.lua												
203659	\quest\ganzhoumuchang\quest_ganzhoumuchang_shenghuoshiwuqi.lua												
203660	\quest\ganzhoumuchang\quest_ganzhoumuchang_cikewuqi.lua												
203661	\quest\ganzhoumuchang\quest_ganzhoumuchang_jinweijunwuqi.lua												
203662	\quest\ganzhoumuchang\quest_ganzhoumuchang_yinxiushiwuqi.lua												
203663	\quest\ganzhoumuchang\quest_ganzhoumuchang_lamawuqi.lua												
203665	\quest\ganzhoumuchang\quest_ganzhoumuchang_wushijieshao.lua												
203666	\quest\ganzhoumuchang\quest_ganzhoumuchang_jianxiajieshao.lua												
203667	\quest\ganzhoumuchang\quest_ganzhoumuchang_qishejieshao.lua												
203668	\quest\ganzhoumuchang\quest_ganzhoumuchang_huoqiangjieshao.lua												
203669	\quest\ganzhoumuchang\quest_ganzhoumuchang_xianzhijieshao.lua												
203670	\quest\ganzhoumuchang\quest_ganzhoumuchang_samanjieshao.lua												
203671	\quest\ganzhoumuchang\quest_ganzhoumuchang_shizijunjieshao.lua												
203672	\quest\ganzhoumuchang\quest_ganzhoumuchang_shenghuoshijieshao.lua												
203673	\quest\ganzhoumuchang\quest_ganzhoumuchang_cikejieshao.lua												
203674	\quest\ganzhoumuchang\quest_ganzhoumuchang_jinweijunjieshao.lua												
203675	\quest\ganzhoumuchang\quest_ganzhoumuchang_yinxiushijieshao.lua												
203676	\quest\ganzhoumuchang\quest_ganzhoumuchang_lamajieshao.lua												
203677	\quest\ganzhoumuchang\quest_ganzhoumuchang_wushijineng.lua												
203678	\quest\ganzhoumuchang\quest_ganzhoumuchang_jianxiajineng.lua												
203679	\quest\ganzhoumuchang\quest_ganzhoumuchang_qishejineng.lua												
203680	\quest\ganzhoumuchang\quest_ganzhoumuchang_huoqiangjineng.lua												
203681	\quest\ganzhoumuchang\quest_ganzhoumuchang_xianzhijineng.lua												
203682	\quest\ganzhoumuchang\quest_ganzhoumuchang_samanjineng.lua												
203683	\quest\ganzhoumuchang\quest_ganzhoumuchang_shizijunjineng.lua												
203684	\quest\ganzhoumuchang\quest_ganzhoumuchang_shenghuoshijineng.lua												
203685	\quest\ganzhoumuchang\quest_ganzhoumuchang_cikejineng.lua												
203686	\quest\ganzhoumuchang\quest_ganzhoumuchang_jinweijunjineng.lua												
203687	\quest\ganzhoumuchang\quest_ganzhoumuchang_yinxiushijineng.lua												
203688	\quest\ganzhoumuchang\quest_ganzhoumuchang_lamajineng.lua												
203689	\quest\ganzhoumuchang\quest_ganzhoumuchang_zhuama.lua												
203690	\quest\ganzhoumuchang\quest_ganzhoumuchang_shangma.lua												
203691	\quest\ganzhoumuchang\quest_ganzhoumuchang_bingqidejinjie.lua												
203692	\quest\ganzhoumuchang\quest_ganzhoumuchang_xiaoshiniudao.lua												
203693	\quest\ganzhoumuchang\quest_ganzhoumuchang_fangju.lua												
203694	\quest\ganzhoumuchang\quest_ganzhoumuchang_bailuzhanglao.lua												
203695	\quest\ganzhoumuchang\quest_ganzhoumuchang_xinbingdezhuangbei.lua												
#	楼兰王城技能脚本												
203700	\quest\conglingmuchang\quest_conglingmuchang_level10jineng.lua												
203701	\quest\conglingmuchang\quest_conglingmuchang_level20jineng.lua												
203702	\quest\conglingmuchang\quest_conglingmuchang_level30jineng.lua												
203703	\quest\conglingmuchang\quest_conglingmuchang_huoqiangbuff.lua												
203704	\quest\conglingmuchang\quest_conglingmuchang_xianzhibuff.lua												
203705	\quest\conglingmuchang\quest_conglingmuchang_samanbuff.lua												
203706	\quest\conglingmuchang\quest_conglingmuchang_shizijunbuff.lua												
203707	\quest\conglingmuchang\quest_conglingmuchang_shenghuoshibuff.lua												
203708	\quest\conglingmuchang\quest_conglingmuchang_cikebuff.lua												
203709	\quest\conglingmuchang\quest_conglingmuchang_jinweijunbuff.lua												
203710	\quest\conglingmuchang\quest_conglingmuchang_yinxiushibuff.lua												
203711	\quest\conglingmuchang\quest_conglingmuchang_lamabuff.lua												
#	天山王城技能脚本												
203712	\quest\hetianmuchang\quest_hetianmuchang_level10jineng.lua												
203713	\quest\hetianmuchang\quest_hetianmuchang_level20jineng.lua												
203714	\quest\hetianmuchang\quest_hetianmuchang_level30jineng.lua												
203715	\quest\hetianmuchang\quest_hetianmuchang_huoqiangbuff.lua												
203716	\quest\hetianmuchang\quest_hetianmuchang_xianzhibuff.lua												
203717	\quest\hetianmuchang\quest_hetianmuchang_samanbuff.lua												
203718	\quest\hetianmuchang\quest_hetianmuchang_shizijunbuff.lua												
203719	\quest\hetianmuchang\quest_hetianmuchang_shenghuoshibuff.lua												
203720	\quest\hetianmuchang\quest_hetianmuchang_cikebuff.lua												
203721	\quest\hetianmuchang\quest_hetianmuchang_jinweijunbuff.lua												
203722	\quest\hetianmuchang\quest_hetianmuchang_yinxiushibuff.lua												
203723	\quest\hetianmuchang\quest_hetianmuchang_lamabuff.lua												
#	昆仑使用技能buff												
203724	\quest\qinghaimuchang\quest_qinghaimuchang_level10jineng.lua												
203725	\quest\qinghaimuchang\quest_qinghaimuchang_level20jineng.lua												
203726	\quest\qinghaimuchang\quest_qinghaimuchang_level30jineng.lua												
203727	\quest\qinghaimuchang\quest_qinghaimuchang_huoqiangbuff.lua												
203728	\quest\qinghaimuchang\quest_qinghaimuchang_xianzhibuff.lua												
203729	\quest\qinghaimuchang\quest_qinghaimuchang_samanbuff.lua												
203730	\quest\qinghaimuchang\quest_qinghaimuchang_shizijunbuff.lua												
203731	\quest\qinghaimuchang\quest_qinghaimuchang_shenghuoshibuff.lua												
203732	\quest\qinghaimuchang\quest_qinghaimuchang_cikebuff.lua												
203733	\quest\qinghaimuchang\quest_qinghaimuchang_jinweijunbuff.lua												
203734	\quest\qinghaimuchang\quest_qinghaimuchang_yinxiushibuff.lua												
203735	\quest\qinghaimuchang\quest_qinghaimuchang_lamabuff.lua												
#	敦煌使用技能buff												
203736	\quest\ganzhoumuchang\quest_ganzhoumuchang_level10jineng.lua												
203737	\quest\ganzhoumuchang\quest_ganzhoumuchang_level20jineng.lua												
203738	\quest\ganzhoumuchang\quest_ganzhoumuchang_level30jineng.lua												
203739	\quest\ganzhoumuchang\quest_ganzhoumuchang_huoqiangbuff.lua												
203740	\quest\ganzhoumuchang\quest_ganzhoumuchang_xianzhibuff.lua												
203741	\quest\ganzhoumuchang\quest_ganzhoumuchang_samanbuff.lua												
203742	\quest\ganzhoumuchang\quest_ganzhoumuchang_shizijunbuff.lua												
203743	\quest\ganzhoumuchang\quest_ganzhoumuchang_shenghuoshibuff.lua												
203744	\quest\ganzhoumuchang\quest_ganzhoumuchang_cikebuff.lua												
203745	\quest\ganzhoumuchang\quest_ganzhoumuchang_jinweijunbuff.lua												
203746	\quest\ganzhoumuchang\quest_ganzhoumuchang_yinxiushibuff.lua												
203747	\quest\ganzhoumuchang\quest_ganzhoumuchang_lamabuff.lua												
#	低级引导任务												
203750	\quest\yindao\quest_yindao_lingshuangyd0.lua												
203751	\quest\yindao\quest_yindao_lingshuangyd1.lua												
203752	\quest\yindao\quest_yindao_lingshuangyd2.lua												
203753	\quest\yindao\quest_yindao_lingshuangyd3.lua												
203754	\quest\yindao\quest_yindao_lunhuitaiyd0.lua												
203755	\quest\yindao\quest_yindao_lunhuitaiyd1.lua												
203756	\quest\yindao\quest_yindao_lunhuitaiyd2.lua												
203757	\quest\yindao\quest_yindao_lunhuitaiyd3.lua												
203758	\quest\yindao\quest_yindao_swzhuangbei0.lua												
203759	\quest\yindao\quest_yindao_swzhuangbei1.lua												
203760	\quest\yindao\quest_yindao_swzhuangbei2.lua												
203761	\quest\yindao\quest_yindao_swzhuangbei3.lua												
203762	\quest\yindao\quest_yindao_daxingyd0.lua												
203763	\quest\yindao\quest_yindao_daxingyd1.lua												
203764	\quest\yindao\quest_yindao_daxingyd2.lua												
203765	\quest\yindao\quest_yindao_daxingyd3.lua												
203766	\quest\yindao\quest_yindao_dakongyd0.lua												
203767	\quest\yindao\quest_yindao_dakongyd1.lua												
203768	\quest\yindao\quest_yindao_dakongyd2.lua												
203769	\quest\yindao\quest_yindao_dakongyd3.lua												
203770	\quest\yindao\quest_yindao_xiangqianyd0.lua												
203771	\quest\yindao\quest_yindao_xiangqianyd1.lua												
203772	\quest\yindao\quest_yindao_xiangqianyd2.lua												
203773	\quest\yindao\quest_yindao_xiangqianyd3.lua												
203774	\quest\yindao\quest_yindao_cangkuyd0.lua												
203775	\quest\yindao\quest_yindao_cangkuyd1.lua												
203776	\quest\yindao\quest_yindao_cangkuyd2.lua												
203777	\quest\yindao\quest_yindao_cangkuyd3.lua												
203778	\quest\yindao\quest_yindao_qichenghuifu0.lua												
203779	\quest\yindao\quest_yindao_qichenghuifu1.lua												
203780	\quest\yindao\quest_yindao_qichenghuifu2.lua												
203781	\quest\yindao\quest_yindao_qichenghuifu3.lua												
203782	\quest\yindao\quest_yindao_32yindao0.lua												
203783	\quest\yindao\quest_yindao_32yindao1.lua												
203784	\quest\yindao\quest_yindao_32yindao2.lua												
203785	\quest\yindao\quest_yindao_32yindao3.lua												
203786	\quest\yindao\quest_yindao_28yindao0.lua												
203787	\quest\yindao\quest_yindao_28yindao1.lua												
203788	\quest\yindao\quest_yindao_28yindao2.lua												
203789	\quest\yindao\quest_yindao_28yindao3.lua												
203790	\quest\yindao\quest_yindao_20yindao0.lua												
203791	\quest\yindao\quest_yindao_20yindao1.lua												
203792	\quest\yindao\quest_yindao_20yindao2.lua												
203793	\quest\yindao\quest_yindao_20yindao3.lua												
203794	\quest\yindao\quest_yindao_daobaoke.lua												
203800	\quest\yindao\quest_yindao_dadudeyule.lua												
203801	\quest\yindao\quest_yindao_sanhuanyindao_loulan.lua												
203802	\quest\yindao\quest_yindao_sanhuanyindao_tianshan.lua												
203803	\quest\yindao\quest_yindao_sanhuanyindao_kunlun.lua												
203804	\quest\yindao\quest_yindao_sanhuanyindao_dunhuang.lua												
203805	\quest\yindao\quest_yindao_chanchuyindao_loulan.lua												
203806	\quest\yindao\quest_yindao_chanchuyindao_tianshan.lua												
203807	\quest\yindao\quest_yindao_chanchuyindao_kunlun.lua												
203808	\quest\yindao\quest_yindao_chanchuyindao_dunhuang.lua												
203809	\quest\yindao\quest_yindao_qichengjineng0.lua												
203810	\quest\yindao\quest_yindao_qichengjineng1.lua												
203811	\quest\yindao\quest_yindao_qichengjineng2.lua												
203812	\quest\yindao\quest_yindao_qichengjineng3.lua												
